Date,Year,Quarter,Month,MonthName,Day,DayOfWeek,IsWeekend,WeekOfYear
2020-08-18,2020,Q3,8,August,18,Tuesday,False,34
2020-08-19,2020,Q3,8,August,19,Wednesday,False,34
2020-08-20,2020,Q3,8,August,20,Thursday,False,34
2020-08-21,2020,Q3,8,August,21,Friday,False,34
2020-08-22,2020,Q3,8,August,22,Saturday,True,34
2020-08-23,2020,Q3,8,August,23,Sunday,True,34
2020-08-24,2020,Q3,8,August,24,Monday,False,35
2020-08-25,2020,Q3,8,August,25,Tuesday,False,35
2020-08-26,2020,Q3,8,August,26,Wednesday,False,35
2020-08-27,2020,Q3,8,August,27,Thursday,False,35
2020-08-28,2020,Q3,8,August,28,Friday,False,35
2020-08-29,2020,Q3,8,August,29,Saturday,True,35
2020-08-30,2020,Q3,8,August,30,Sunday,True,35
2020-08-31,2020,Q3,8,August,31,Monday,False,36
2020-09-01,2020,Q3,9,September,1,Tuesday,False,36
2020-09-02,2020,Q3,9,September,2,Wednesday,False,36
2020-09-03,2020,Q3,9,September,3,Thursday,False,36
2020-09-04,2020,Q3,9,September,4,Friday,False,36
2020-09-05,2020,Q3,9,September,5,Saturday,True,36
2020-09-06,2020,Q3,9,September,6,Sunday,True,36
2020-09-07,2020,Q3,9,September,7,Monday,False,37
2020-09-08,2020,Q3,9,September,8,Tuesday,False,37
2020-09-09,2020,Q3,9,September,9,Wednesday,False,37
2020-09-10,2020,Q3,9,September,10,Thursday,False,37
2020-09-11,2020,Q3,9,September,11,Friday,False,37
2020-09-12,2020,Q3,9,September,12,Saturday,True,37
2020-09-13,2020,Q3,9,September,13,Sunday,True,37
2020-09-14,2020,Q3,9,September,14,Monday,False,38
2020-09-15,2020,Q3,9,September,15,Tuesday,False,38
2020-09-16,2020,Q3,9,September,16,Wednesday,False,38
2020-09-17,2020,Q3,9,September,17,Thursday,False,38
2020-09-18,2020,Q3,9,September,18,Friday,False,38
2020-09-19,2020,Q3,9,September,19,Saturday,True,38
2020-09-20,2020,Q3,9,September,20,Sunday,True,38
2020-09-21,2020,Q3,9,September,21,Monday,False,39
2020-09-22,2020,Q3,9,September,22,Tuesday,False,39
2020-09-23,2020,Q3,9,September,23,Wednesday,False,39
2020-09-24,2020,Q3,9,September,24,Thursday,False,39
2020-09-25,2020,Q3,9,September,25,Friday,False,39
2020-09-26,2020,Q3,9,September,26,Saturday,True,39
2020-09-27,2020,Q3,9,September,27,Sunday,True,39
2020-09-28,2020,Q3,9,September,28,Monday,False,40
2020-09-29,2020,Q3,9,September,29,Tuesday,False,40
2020-09-30,2020,Q3,9,September,30,Wednesday,False,40
2020-10-01,2020,Q4,10,October,1,Thursday,False,40
2020-10-02,2020,Q4,10,October,2,Friday,False,40
2020-10-03,2020,Q4,10,October,3,Saturday,True,40
2020-10-04,2020,Q4,10,October,4,Sunday,True,40
2020-10-05,2020,Q4,10,October,5,Monday,False,41
2020-10-06,2020,Q4,10,October,6,Tuesday,False,41
2020-10-07,2020,Q4,10,October,7,Wednesday,False,41
2020-10-08,2020,Q4,10,October,8,Thursday,False,41
2020-10-09,2020,Q4,10,October,9,Friday,False,41
2020-10-10,2020,Q4,10,October,10,Saturday,True,41
2020-10-11,2020,Q4,10,October,11,Sunday,True,41
2020-10-12,2020,Q4,10,October,12,Monday,False,42
2020-10-13,2020,Q4,10,October,13,Tuesday,False,42
2020-10-14,2020,Q4,10,October,14,Wednesday,False,42
2020-10-15,2020,Q4,10,October,15,Thursday,False,42
2020-10-16,2020,Q4,10,October,16,Friday,False,42
2020-10-17,2020,Q4,10,October,17,Saturday,True,42
2020-10-18,2020,Q4,10,October,18,Sunday,True,42
2020-10-19,2020,Q4,10,October,19,Monday,False,43
2020-10-20,2020,Q4,10,October,20,Tuesday,False,43
2020-10-21,2020,Q4,10,October,21,Wednesday,False,43
2020-10-22,2020,Q4,10,October,22,Thursday,False,43
2020-10-23,2020,Q4,10,October,23,Friday,False,43
2020-10-24,2020,Q4,10,October,24,Saturday,True,43
2020-10-25,2020,Q4,10,October,25,Sunday,True,43
2020-10-26,2020,Q4,10,October,26,Monday,False,44
2020-10-27,2020,Q4,10,October,27,Tuesday,False,44
2020-10-28,2020,Q4,10,October,28,Wednesday,False,44
2020-10-29,2020,Q4,10,October,29,Thursday,False,44
2020-10-30,2020,Q4,10,October,30,Friday,False,44
2020-10-31,2020,Q4,10,October,31,Saturday,True,44
2020-11-01,2020,Q4,11,November,1,Sunday,True,44
2020-11-02,2020,Q4,11,November,2,Monday,False,45
2020-11-03,2020,Q4,11,November,3,Tuesday,False,45
2020-11-04,2020,Q4,11,November,4,Wednesday,False,45
2020-11-05,2020,Q4,11,November,5,Thursday,False,45
2020-11-06,2020,Q4,11,November,6,Friday,False,45
2020-11-07,2020,Q4,11,November,7,Saturday,True,45
2020-11-08,2020,Q4,11,November,8,Sunday,True,45
2020-11-09,2020,Q4,11,November,9,Monday,False,46
2020-11-10,2020,Q4,11,November,10,Tuesday,False,46
2020-11-11,2020,Q4,11,November,11,Wednesday,False,46
2020-11-12,2020,Q4,11,November,12,Thursday,False,46
2020-11-13,2020,Q4,11,November,13,Friday,False,46
2020-11-14,2020,Q4,11,November,14,Saturday,True,46
2020-11-15,2020,Q4,11,November,15,Sunday,True,46
2020-11-16,2020,Q4,11,November,16,Monday,False,47
2020-11-17,2020,Q4,11,November,17,Tuesday,False,47
2020-11-18,2020,Q4,11,November,18,Wednesday,False,47
2020-11-19,2020,Q4,11,November,19,Thursday,False,47
2020-11-20,2020,Q4,11,November,20,Friday,False,47
2020-11-21,2020,Q4,11,November,21,Saturday,True,47
2020-11-22,2020,Q4,11,November,22,Sunday,True,47
2020-11-23,2020,Q4,11,November,23,Monday,False,48
2020-11-24,2020,Q4,11,November,24,Tuesday,False,48
2020-11-25,2020,Q4,11,November,25,Wednesday,False,48
2020-11-26,2020,Q4,11,November,26,Thursday,False,48
2020-11-27,2020,Q4,11,November,27,Friday,False,48
2020-11-28,2020,Q4,11,November,28,Saturday,True,48
2020-11-29,2020,Q4,11,November,29,Sunday,True,48
2020-11-30,2020,Q4,11,November,30,Monday,False,49
2020-12-01,2020,Q4,12,December,1,Tuesday,False,49
2020-12-02,2020,Q4,12,December,2,Wednesday,False,49
2020-12-03,2020,Q4,12,December,3,Thursday,False,49
2020-12-04,2020,Q4,12,December,4,Friday,False,49
2020-12-05,2020,Q4,12,December,5,Saturday,True,49
2020-12-06,2020,Q4,12,December,6,Sunday,True,49
2020-12-07,2020,Q4,12,December,7,Monday,False,50
2020-12-08,2020,Q4,12,December,8,Tuesday,False,50
2020-12-09,2020,Q4,12,December,9,Wednesday,False,50
2020-12-10,2020,Q4,12,December,10,Thursday,False,50
2020-12-11,2020,Q4,12,December,11,Friday,False,50
2020-12-12,2020,Q4,12,December,12,Saturday,True,50
2020-12-13,2020,Q4,12,December,13,Sunday,True,50
2020-12-14,2020,Q4,12,December,14,Monday,False,51
2020-12-15,2020,Q4,12,December,15,Tuesday,False,51
2020-12-16,2020,Q4,12,December,16,Wednesday,False,51
2020-12-17,2020,Q4,12,December,17,Thursday,False,51
2020-12-18,2020,Q4,12,December,18,Friday,False,51
2020-12-19,2020,Q4,12,December,19,Saturday,True,51
2020-12-20,2020,Q4,12,December,20,Sunday,True,51
2020-12-21,2020,Q4,12,December,21,Monday,False,52
2020-12-22,2020,Q4,12,December,22,Tuesday,False,52
2020-12-23,2020,Q4,12,December,23,Wednesday,False,52
2020-12-24,2020,Q4,12,December,24,Thursday,False,52
2020-12-25,2020,Q4,12,December,25,Friday,False,52
2020-12-26,2020,Q4,12,December,26,Saturday,True,52
2020-12-27,2020,Q4,12,December,27,Sunday,True,52
2020-12-28,2020,Q4,12,December,28,Monday,False,53
2020-12-29,2020,Q4,12,December,29,Tuesday,False,53
2020-12-30,2020,Q4,12,December,30,Wednesday,False,53
2020-12-31,2020,Q4,12,December,31,Thursday,False,53
